# time pid fds_tooldb fds_total rss_mb
12:01:23 - - - -
12:02:23 - - - -
12:03:23 - - - -
12:04:23 - - - -
12:05:23 - - - -
12:06:23 - - - -
12:07:23 - - - -
12:08:23 - - - -
12:09:23 - - - -
12:10:23 - - - -
12:11:23 - - - -
12:12:23 - - - -
12:13:23 - - - -
12:14:23 - - - -
12:15:23 - - - -
12:16:23 - - - -
12:17:23 - - - -
12:18:23 - - - -
12:19:23 - - - -
12:20:24 - - - -
12:21:24 - - - -
12:22:24 - - - -
12:23:24 - - - -
12:24:24 - - - -
12:25:24 - - - -
12:26:24 - - - -
12:27:24 - - - -
12:28:24 - - - -
12:29:24 - - - -
12:30:24 - - - -
12:31:24 - - - -
12:32:24 - - - -
12:33:24 - - - -
12:34:24 - - - -
12:35:24 - - - -
12:36:24 - - - -
12:37:24 - - - -
12:38:24 - - - -
12:39:24 - - - -
12:40:24 - - - -
12:41:24 - - - -
12:42:24 - - - -
12:43:24 - - - -
12:44:24 - - - -
12:45:24 - - - -
12:46:24 - - - -
12:47:24 - - - -
12:48:24 - - - -
12:49:24 - - - -
12:50:24 - - - -
12:51:24 - - - -
12:52:24 - - - -
12:53:24 - - - -
12:54:24 - - - -
12:55:24 - - - -
12:56:24 - - - -
12:57:24 - - - -
12:58:24 - - - -
12:59:24 - - - -
13:00:25 - - - -
13:01:25 - - - -
13:02:25 - - - -
13:03:25 - - - -
13:04:25 - - - -
13:05:25 - - - -
13:06:25 - - - -
13:07:25 - - - -
13:08:25 - - - -
13:09:25 - - - -
13:10:25 - - - -
13:11:25 - - - -
13:12:25 - - - -
13:13:25 - - - -
13:14:25 - - - -
13:15:25 - - - -
13:16:25 - - - -
13:17:25 - - - -
13:18:25 - - - -
13:19:25 - - - -
13:20:25 - - - -
13:21:25 - - - -
13:22:25 - - - -
13:23:25 - - - -
13:24:25 - - - -
13:25:25 - - - -
13:26:25 - - - -
13:27:25 - - - -
13:28:25 - - - -
13:29:25 - - - -
13:30:25 - - - -
13:31:25 - - - -
13:32:25 - - - -
13:33:25 - - - -
13:34:25 - - - -
13:35:25 - - - -
13:36:25 - - - -
13:37:25 - - - -
13:38:25 - - - -
13:39:26 - - - -
13:40:26 - - - -
13:41:26 - - - -
13:42:26 - - - -
13:43:26 - - - -
13:44:26 - - - -
13:45:26 - - - -
13:46:26 - - - -
13:47:26 - - - -
13:48:26 - - - -
13:49:26 - - - -
13:50:26 - - - -
13:51:26 - - - -
13:52:26 - - - -
13:53:26 - - - -
13:54:26 - - - -
13:55:26 - - - -
13:56:26 - - - -
13:57:26 - - - -
13:58:26 - - - -
13:59:26 - - - -
14:00:26 - - - -
14:01:26 - - - -
14:02:26 - - - -
14:03:26 - - - -
14:04:26 - - - -
14:05:26 - - - -
14:06:26 - - - -
14:07:26 - - - -
14:08:26 - - - -
14:09:26 - - - -
14:10:26 - - - -
14:11:26 - - - -
14:12:26 - - - -
14:13:26 - - - -
14:14:26 - - - -
14:15:26 - - - -
14:16:26 - - - -
14:17:26 - - - -
14:18:26 - - - -
14:19:27 - - - -
14:20:27 - - - -
14:21:27 - - - -
14:22:27 - - - -
14:23:27 - - - -
14:24:27 - - - -
14:25:27 - - - -
14:26:27 - - - -
14:27:27 - - - -
14:28:27 - - - -
14:29:27 - - - -
14:30:27 - - - -
14:31:27 - - - -
14:32:27 - - - -
14:33:27 - - - -
14:34:27 - - - -
14:35:27 - - - -
14:36:27 - - - -
14:37:27 - - - -
14:38:27 - - - -
14:39:27 - - - -
14:40:27 - - - -
14:41:27 - - - -
14:42:27 - - - -
14:43:27 - - - -
14:44:27 - - - -
14:45:27 - - - -
14:46:27 - - - -
14:47:27 - - - -
14:48:27 - - - -
14:49:27 - - - -
14:50:27 - - - -
14:51:27 - - - -
14:52:27 - - - -
14:53:27 - - - -
14:54:27 - - - -
14:55:27 - - - -
14:56:27 - - - -
14:57:27 - - - -
14:58:28 - - - -
14:59:28 - - - -
15:00:28 - - - -
15:01:28 - - - -
15:02:28 - - - -
15:03:28 - - - -
15:04:28 - - - -
15:05:28 - - - -
15:06:28 - - - -
15:07:28 - - - -
15:08:28 - - - -
15:09:28 - - - -
15:10:28 - - - -
15:11:28 - - - -
15:12:28 - - - -
15:13:28 - - - -
15:14:28 - - - -
15:15:28 - - - -
15:16:28 - - - -
15:17:28 - - - -
15:18:28 - - - -
15:19:28 - - - -
15:20:28 - - - -
15:21:28 - - - -
15:22:28 - - - -
15:23:28 - - - -
15:24:28 - - - -
15:25:28 - - - -
15:26:28 - - - -
15:27:28 - - - -
15:28:28 - - - -
15:29:28 - - - -
15:30:28 - - - -
15:31:28 - - - -
15:32:28 - - - -
15:33:28 - - - -
15:34:28 - - - -
15:35:28 - - - -
15:36:28 - - - -
15:37:28 - - - -
15:38:28 - - - -
15:39:29 - - - -
15:40:29 - - - -
15:41:29 - - - -
15:42:29 - - - -
15:43:29 - - - -
15:44:29 - - - -
15:45:29 - - - -
15:46:29 - - - -
15:47:29 - - - -
15:48:29 - - - -
15:49:29 - - - -
15:50:29 - - - -
15:51:29 - - - -
15:52:29 - - - -
15:53:29 - - - -
15:54:29 - - - -
15:55:29 - - - -
15:56:29 - - - -
15:57:29 - - - -
15:58:29 - - - -
15:59:29 - - - -
16:00:29 - - - -
16:01:29 - - - -
16:02:29 - - - -
16:03:29 - - - -
16:04:29 - - - -
16:05:29 - - - -
16:06:29 - - - -
16:07:29 - - - -
16:08:29 - - - -
16:09:29 - - - -
16:10:29 - - - -
16:11:29 - - - -
16:12:29 - - - -
16:13:29 - - - -
16:14:29 - - - -
16:15:29 - - - -
16:16:29 - - - -
16:17:29 - - - -
16:18:30 - - - -
16:19:30 - - - -
16:20:30 - - - -
16:21:30 - - - -
16:22:30 - - - -
16:23:30 - - - -
16:24:30 - - - -
16:25:30 - - - -
16:26:30 - - - -
16:27:30 - - - -
16:28:30 - - - -
16:29:30 - - - -
16:30:30 - - - -
16:31:30 - - - -
16:32:30 - - - -
16:33:30 - - - -
16:34:30 - - - -
16:35:30 - - - -
16:36:30 - - - -
16:37:30 - - - -
16:38:30 - - - -
16:39:30 - - - -
16:40:30 - - - -
16:41:30 - - - -
16:42:30 - - - -
16:43:30 - - - -
16:44:30 - - - -
16:45:30 - - - -
16:46:30 - - - -
16:47:30 - - - -
16:48:30 - - - -
16:49:30 - - - -
16:50:30 - - - -
16:51:30 - - - -
16:52:30 - - - -
16:53:30 - - - -
16:54:30 - - - -
16:55:30 - - - -
16:56:30 - - - -
16:57:30 - - - -
16:58:30 - - - -
16:59:31 - - - -
17:00:31 - - - -
17:01:31 - - - -
17:02:31 - - - -
17:03:31 - - - -
17:04:31 - - - -
17:05:31 - - - -
17:06:31 - - - -
17:07:31 - - - -
17:08:31 - - - -
17:09:31 - - - -
17:10:31 - - - -
17:11:31 - - - -
17:12:31 - - - -
17:13:31 - - - -
17:14:31 - - - -
17:15:31 - - - -
17:16:31 - - - -
17:17:31 - - - -
17:18:31 - - - -
17:19:31 - - - -
17:20:31 - - - -
17:21:31 - - - -
17:22:31 - - - -
17:23:31 - - - -
17:24:31 - - - -
17:25:31 - - - -
17:26:31 - - - -
17:27:31 - - - -
17:28:31 - - - -
17:29:31 - - - -
17:30:31 - - - -
17:31:31 - - - -
17:32:31 - - - -
17:33:31 - - - -
17:34:31 - - - -
17:35:31 - - - -
17:36:31 - - - -
17:37:31 - - - -
17:38:31 - - - -
17:39:32 - - - -
17:40:32 - - - -
17:41:32 - - - -
17:42:32 - - - -
17:43:32 - - - -
17:44:32 - - - -
17:45:32 - - - -
17:46:32 - - - -
17:47:32 - - - -
17:48:32 - - - -
17:49:32 - - - -
17:50:32 - - - -
17:51:32 - - - -
17:52:32 - - - -
17:53:32 - - - -
17:54:32 - - - -
17:55:32 - - - -
17:56:32 - - - -
17:57:32 - - - -
17:58:32 - - - -
17:59:32 - - - -
18:00:32 - - - -
18:01:32 - - - -
18:02:32 - - - -
18:03:32 - - - -
18:04:32 - - - -
18:05:32 - - - -
18:06:32 - - - -
18:07:32 - - - -
18:08:32 - - - -
18:09:32 - - - -
18:10:32 - - - -
18:11:32 - - - -
18:12:32 - - - -
18:13:32 - - - -
18:14:32 - - - -
18:15:32 - - - -
18:16:32 - - - -
18:17:32 - - - -
18:18:33 - - - -
18:19:33 - - - -
18:20:33 - - - -
18:21:33 - - - -
18:22:33 - - - -
18:23:33 - - - -
18:24:33 - - - -
18:25:33 - - - -
18:26:33 - - - -
18:27:33 - - - -
18:28:33 - - - -
18:29:33 - - - -
18:30:33 - - - -
18:31:33 - - - -
18:32:33 - - - -
18:33:33 - - - -
18:34:33 - - - -
18:35:33 - - - -
18:36:33 - - - -
18:37:33 - - - -
18:38:33 - - - -
18:39:33 - - - -
18:40:33 - - - -
18:41:33 - - - -
18:42:33 - - - -
18:43:33 - - - -
18:44:33 - - - -
18:45:33 - - - -
18:46:33 - - - -
18:47:33 - - - -
18:48:33 - - - -
18:49:33 - - - -
18:50:33 - - - -
18:51:33 - - - -
18:52:33 - - - -
18:53:33 - - - -
18:54:33 - - - -
18:55:33 - - - -
18:56:33 - - - -
18:57:33 - - - -
18:58:34 - - - -
18:59:34 - - - -
19:00:34 - - - -
19:01:34 - - - -
19:02:34 - - - -
19:03:34 - - - -
19:04:34 - - - -
19:05:34 - - - -
19:06:34 - - - -
19:07:34 - - - -
19:08:34 - - - -
19:09:34 - - - -
19:10:34 - - - -
19:11:34 - - - -
19:12:34 - - - -
19:13:34 - - - -
19:14:34 - - - -
19:15:34 - - - -
19:16:34 - - - -
19:17:34 - - - -
19:18:34 - - - -
19:19:34 - - - -
19:20:34 - - - -
19:21:34 - - - -
19:22:34 - - - -
19:23:34 - - - -
19:24:34 - - - -
19:25:34 - - - -
19:26:34 - - - -
19:27:34 - - - -
19:28:34 - - - -
19:29:34 - - - -
19:30:34 - - - -
19:31:34 - - - -
19:32:34 - - - -
19:33:34 - - - -
19:34:34 - - - -
19:35:34 - - - -
19:36:34 - - - -
19:37:34 - - - -
19:38:34 - - - -
19:39:35 - - - -
19:40:35 - - - -
19:41:35 - - - -
19:42:35 - - - -
19:43:35 - - - -
19:44:35 - - - -
19:45:35 - - - -
19:46:35 - - - -
19:47:35 - - - -
19:48:35 - - - -
19:49:35 - - - -
19:50:35 - - - -
19:51:35 - - - -
19:52:35 - - - -
19:53:35 - - - -
19:54:35 - - - -
19:55:35 - - - -
19:56:35 - - - -
19:57:35 - - - -
19:58:35 - - - -
19:59:35 - - - -
20:00:35 - - - -
20:01:35 - - - -
20:02:35 - - - -
20:03:35 - - - -
20:04:35 - - - -
20:05:35 - - - -
20:06:35 - - - -
20:07:35 - - - -
20:08:35 - - - -
20:09:35 - - - -
20:10:35 - - - -
20:11:35 - - - -
20:12:35 - - - -
20:13:35 - - - -
20:14:35 - - - -
20:15:35 - - - -
20:16:35 - - - -
20:17:35 - - - -
20:18:35 - - - -
20:19:35 - - - -
20:20:36 - - - -
20:21:36 - - - -
20:22:36 - - - -
20:23:36 - - - -
20:24:36 - - - -
20:25:36 - - - -
20:26:36 - - - -
20:27:36 - - - -
20:28:36 - - - -
20:29:36 - - - -
20:30:36 - - - -
20:31:36 - - - -
20:32:36 - - - -
20:33:36 - - - -
20:34:36 - - - -
20:35:36 - - - -
20:36:36 - - - -
20:37:36 - - - -
20:38:36 - - - -
20:39:36 - - - -
20:40:36 - - - -
20:41:36 - - - -
20:42:36 - - - -
20:43:36 - - - -
20:44:36 - - - -
20:45:36 - - - -
20:46:36 - - - -
20:47:36 - - - -
20:48:36 - - - -
20:49:36 - - - -
20:50:36 - - - -
20:51:36 - - - -
20:52:36 - - - -
20:53:36 - - - -
20:54:36 - - - -
20:55:36 - - - -
20:56:36 - - - -
20:57:36 - - - -
20:58:36 - - - -
20:59:36 - - - -
21:00:36 - - - -
21:01:37 - - - -
21:02:37 - - - -
21:03:37 - - - -
21:04:37 - - - -
21:05:37 - - - -
21:06:37 - - - -
21:07:37 - - - -
21:08:37 - - - -
21:09:37 - - - -
21:10:37 - - - -
21:11:37 - - - -
21:12:37 - - - -
21:13:37 - - - -
21:14:37 - - - -
21:15:37 - - - -
21:16:37 - - - -
21:17:37 - - - -
21:18:37 - - - -
21:19:37 - - - -
21:20:37 - - - -
21:21:37 - - - -
21:22:37 - - - -
21:23:37 - - - -
21:24:37 - - - -
21:25:37 - - - -
21:26:37 - - - -
21:27:37 - - - -
21:28:37 - - - -
21:29:37 - - - -
21:30:37 - - - -
21:31:37 - - - -
21:32:37 - - - -
21:33:37 - - - -
21:34:37 - - - -
21:35:37 - - - -
21:36:37 - - - -
21:37:37 - - - -
21:38:37 - - - -
21:39:38 - - - -
21:40:38 - - - -
21:41:38 - - - -
21:42:38 - - - -
21:43:38 - - - -
21:44:38 - - - -
21:45:38 - - - -
21:46:38 - - - -
21:47:38 - - - -
21:48:38 - - - -
21:49:38 - - - -
21:50:38 - - - -
21:51:38 - - - -
21:52:38 - - - -
21:53:38 - - - -
21:54:38 - - - -
21:55:38 - - - -
21:56:38 - - - -
21:57:38 - - - -
21:58:38 - - - -
21:59:38 - - - -
22:00:38 - - - -
22:01:38 - - - -
22:02:38 - - - -
22:03:38 - - - -
22:04:38 - - - -
22:05:38 - - - -
22:06:38 - - - -
22:07:38 - - - -
22:08:38 - - - -
22:09:38 - - - -
22:10:38 - - - -
22:11:38 - - - -
22:12:38 - - - -
22:13:38 - - - -
22:14:38 - - - -
22:15:38 - - - -
22:16:38 - - - -
22:17:38 - - - -
22:18:38 - - - -
22:19:38 - - - -
22:20:39 - - - -
22:21:39 - - - -
22:22:39 - - - -
22:23:39 - - - -
22:24:39 - - - -
22:25:39 - - - -
22:26:39 - - - -
22:27:39 - - - -
22:28:39 - - - -
22:29:39 - - - -
22:30:39 - - - -
22:31:39 - - - -
22:32:39 - - - -
22:33:39 - - - -
22:34:39 - - - -
22:35:39 - - - -
22:36:39 - - - -
22:37:39 - - - -
22:38:39 - - - -
22:39:39 - - - -
22:40:39 - - - -
22:41:39 - - - -
22:42:39 - - - -
22:43:39 - - - -
22:44:39 - - - -
22:45:39 - - - -
22:46:39 - - - -
22:47:39 - - - -
22:48:39 - - - -
22:49:39 - - - -
22:50:39 - - - -
22:51:39 - - - -
22:52:39 - - - -
22:53:39 - - - -
22:54:39 - - - -
22:55:39 - - - -
22:56:39 - - - -
22:57:39 - - - -
22:58:39 - - - -
22:59:39 - - - -
23:00:39 - - - -
23:01:40 - - - -
23:02:40 - - - -
23:03:40 - - - -
23:04:40 - - - -
23:05:40 - - - -
23:06:40 - - - -
23:07:40 - - - -
23:08:40 - - - -
23:09:40 - - - -
23:10:40 - - - -
23:11:40 - - - -
23:12:40 - - - -
23:13:40 - - - -
23:14:40 - - - -
23:15:40 - - - -
23:16:40 - - - -
23:17:40 - - - -
23:18:40 - - - -
23:19:40 - - - -
23:20:40 - - - -
23:21:40 - - - -
23:22:40 - - - -
23:23:40 - - - -
23:24:40 - - - -
23:25:40 - - - -
23:26:40 - - - -
23:27:40 - - - -
23:28:40 - - - -
23:29:40 - - - -
23:30:40 - - - -
23:31:40 - - - -
23:32:40 - - - -
23:33:40 - - - -
23:34:40 - - - -
23:35:40 - - - -
23:36:40 - - - -
23:37:40 - - - -
23:38:40 - - - -
23:39:40 - - - -
23:40:40 - - - -
23:41:41 - - - -
23:42:41 - - - -
23:43:41 - - - -
23:44:41 - - - -
23:45:41 - - - -
23:46:41 - - - -
23:47:41 - - - -
23:48:41 - - - -
23:49:41 - - - -
23:50:41 - - - -
23:51:41 - - - -
23:52:41 - - - -
23:53:41 - - - -
23:54:41 - - - -
23:55:41 - - - -
23:56:41 - - - -
23:57:41 - - - -
23:58:41 - - - -
23:59:41 - - - -
00:00:41 - - - -
00:01:41 - - - -
00:02:41 - - - -
00:03:41 - - - -
00:04:41 - - - -
00:05:41 - - - -
00:06:41 - - - -
00:07:41 - - - -
00:08:41 - - - -
00:09:41 - - - -
00:10:41 - - - -
00:11:41 - - - -
00:12:41 - - - -
00:13:41 - - - -
00:14:41 - - - -
00:15:41 - - - -
00:16:41 - - - -
00:17:41 - - - -
00:18:41 - - - -
00:19:41 - - - -
00:20:41 - - - -
00:21:42 - - - -
00:22:42 - - - -
00:23:42 - - - -
00:24:42 - - - -
00:25:42 - - - -
00:26:42 - - - -
00:27:42 - - - -
00:28:42 - - - -
00:29:42 - - - -
00:30:42 - - - -
00:31:42 - - - -
00:32:42 - - - -
00:33:42 - - - -
00:34:42 - - - -
00:35:42 - - - -
00:36:42 - - - -
00:37:42 - - - -
00:38:42 - - - -
00:39:42 - - - -
00:40:42 - - - -
00:41:42 - - - -
00:42:42 - - - -
00:43:42 - - - -
00:44:42 - - - -
00:45:42 - - - -
00:46:42 - - - -
00:47:42 - - - -
00:48:42 - - - -
00:49:42 - - - -
00:50:42 - - - -
00:51:42 - - - -
00:52:42 - - - -
00:53:42 - - - -
00:54:42 - - - -
00:55:42 - - - -
00:56:42 - - - -
00:57:42 - - - -
00:58:42 - - - -
00:59:42 - - - -
01:00:42 - - - -
01:01:43 - - - -
01:02:43 - - - -
01:03:43 - - - -
01:04:43 - - - -
01:05:43 - - - -
01:06:43 - - - -
01:07:43 - - - -
01:08:43 - - - -
01:09:43 - - - -
01:10:43 - - - -
01:11:43 - - - -
01:12:43 - - - -
01:13:43 - - - -
01:14:43 - - - -
01:15:43 - - - -
01:16:43 - - - -
01:17:43 - - - -
01:18:43 - - - -
01:19:43 - - - -
01:20:43 - - - -
01:21:43 - - - -
01:22:43 - - - -
01:23:43 - - - -
01:24:43 - - - -
01:25:43 - - - -
01:26:43 - - - -
01:27:43 - - - -
01:28:43 - - - -
01:29:43 - - - -
01:30:43 - - - -
01:31:43 - - - -
01:32:43 - - - -
01:33:43 - - - -
01:34:43 - - - -
01:35:43 - - - -
01:36:43 - - - -
01:37:43 - - - -
01:38:43 - - - -
01:39:43 - - - -
01:40:43 - - - -
01:41:43 - - - -
01:42:44 - - - -
01:43:44 - - - -
01:44:44 - - - -
01:45:44 - - - -
01:46:44 - - - -
01:47:44 - - - -
01:48:44 - - - -
01:49:44 - - - -
01:50:44 - - - -
01:51:44 - - - -
01:52:44 - - - -
01:53:44 - - - -
01:54:44 - - - -
01:55:44 - - - -
01:56:44 - - - -
01:57:44 - - - -
01:58:44 - - - -
01:59:44 - - - -
02:00:44 - - - -
02:01:44 - - - -
02:02:44 - - - -
02:03:44 - - - -
02:04:44 - - - -
02:05:44 - - - -
02:06:44 - - - -
02:07:44 - - - -
02:08:44 - - - -
02:09:44 - - - -
02:10:44 - - - -
02:11:44 - - - -
02:12:44 - - - -
02:13:44 - - - -
02:14:44 - - - -
02:15:44 - - - -
02:16:44 - - - -
02:17:44 - - - -
02:18:44 - - - -
02:19:44 - - - -
02:20:44 - - - -
02:21:44 - - - -
02:22:45 - - - -
02:23:45 - - - -
02:24:45 - - - -
02:25:45 - - - -
02:26:45 - - - -
02:27:45 - - - -
02:28:45 - - - -
02:29:45 - - - -
02:30:45 - - - -
02:31:45 - - - -
02:32:45 - - - -
02:33:45 - - - -
02:34:45 - - - -
02:35:45 - - - -
02:36:45 - - - -
02:37:45 - - - -
02:38:45 - - - -
02:39:45 - - - -
02:40:45 - - - -
02:41:45 - - - -
02:42:45 - - - -
02:43:45 - - - -
02:44:45 - - - -
02:45:45 - - - -
02:46:45 - - - -
02:47:45 - - - -
02:48:45 - - - -
02:49:45 - - - -
02:50:45 - - - -
02:51:45 - - - -
02:52:45 - - - -
02:53:45 - - - -
02:54:45 - - - -
02:55:45 - - - -
02:56:45 - - - -
02:57:45 - - - -
02:58:45 - - - -
02:59:45 - - - -
03:00:45 - - - -
03:01:45 - - - -
03:02:45 - - - -
03:03:45 - - - -
03:04:46 - - - -
03:05:46 - - - -
03:06:46 - - - -
03:07:46 - - - -
03:08:46 - - - -
03:09:46 - - - -
03:10:46 - - - -
03:11:46 - - - -
03:12:46 - - - -
03:13:46 - - - -
03:14:46 - - - -
03:15:46 - - - -
03:16:46 - - - -
03:17:46 - - - -
03:18:46 - - - -
03:19:46 - - - -
03:20:46 - - - -
03:21:46 - - - -
03:22:46 - - - -
03:23:46 - - - -
03:24:46 - - - -
03:25:46 - - - -
03:26:46 - - - -
03:27:46 - - - -
03:28:46 - - - -
03:29:46 - - - -
03:30:46 - - - -
03:31:46 - - - -
03:32:46 - - - -
03:33:46 - - - -
03:34:46 - - - -
03:35:46 - - - -
03:36:46 - - - -
03:37:46 - - - -
03:38:46 - - - -
03:39:46 - - - -
03:40:46 - - - -
03:41:46 - - - -
03:42:46 - - - -
03:43:46 - - - -
03:44:46 - - - -
03:45:46 - - - -
03:46:47 - - - -
03:47:47 - - - -
03:48:47 - - - -
03:49:47 - - - -
03:50:47 - - - -
03:51:47 - - - -
03:52:47 - - - -
03:53:47 - - - -
03:54:47 - - - -
03:55:47 - - - -
03:56:47 - - - -
03:57:47 - - - -
03:58:47 - - - -
03:59:47 - - - -
04:00:47 - - - -
04:01:47 - - - -
04:02:47 - - - -
04:03:47 - - - -
04:04:47 - - - -
04:05:47 - - - -
04:06:47 - - - -
04:07:47 - - - -
04:08:47 - - - -
04:09:47 - - - -
04:10:47 - - - -
04:11:47 - - - -
04:12:47 - - - -
04:13:47 - - - -
04:14:47 - - - -
04:15:47 - - - -
04:16:47 - - - -
04:17:47 - - - -
04:18:47 - - - -
04:19:47 - - - -
04:20:47 - - - -
04:21:47 - - - -
04:22:47 - - - -
04:23:47 - - - -
04:24:47 - - - -
04:25:47 - - - -
04:26:47 - - - -
04:27:48 - - - -
04:28:48 - - - -
04:29:48 - - - -
04:30:48 - - - -
04:31:48 - - - -
04:32:48 - - - -
04:33:48 - - - -
04:34:48 - - - -
04:35:48 - - - -
04:36:48 - - - -
04:37:48 - - - -
04:38:48 - - - -
04:39:48 - - - -
04:40:48 - - - -
04:41:48 - - - -
04:42:48 - - - -
04:43:48 - - - -
04:44:48 - - - -
04:45:48 - - - -
04:46:48 - - - -
04:47:48 - - - -
04:48:48 - - - -
04:49:48 - - - -
04:50:48 - - - -
04:51:48 - - - -
04:52:48 - - - -
04:53:48 - - - -
04:54:48 - - - -
04:55:48 - - - -
04:56:48 - - - -
04:57:48 - - - -
04:58:48 - - - -
04:59:48 - - - -
05:00:48 - - - -
05:01:48 - - - -
05:02:48 - - - -
05:03:48 - - - -
05:04:48 - - - -
05:05:48 - - - -
05:06:48 - - - -
05:07:49 - - - -
05:08:49 - - - -
05:09:49 - - - -
05:10:49 - - - -
05:11:49 - - - -
05:12:49 - - - -
05:13:49 - - - -
05:14:49 - - - -
05:15:49 - - - -
05:16:49 - - - -
05:17:49 - - - -
05:18:49 - - - -
05:19:49 - - - -
05:20:49 - - - -
05:21:49 - - - -
05:22:49 - - - -
05:23:49 - - - -
05:24:49 - - - -
05:25:49 - - - -
05:26:49 - - - -
05:27:49 - - - -
05:28:49 - - - -
